Sr.No,District,Disaster Type,Disaster Date,Section,Gram Panchayat,Asset Category,Name of the Road,Total Length of Road (in Km),Road Category,Road Types (materials),Road Type Material (other),RD/Location name,Length of Totally Damaged Roads (in meters),Length of Severely Damaged Roads (in meters),Length of Minor Damaged Roads (in Meters),Retaining Wall Damaged,Length of Retaining Wall Damaged (in meters),Breast Wall Damaged,Length of Breast Wall Damaged (in meters),Severity of Hume Pipe Damage,Number of Hume Pipes Damaged,Severity of Slab / Box Culvert Damage,Number of Slab / Box Culvert Damage,Severeity of Causeway Damage,Number of Causeway  Damaged,Roadside Drainage Damaged,Length of Roadside Drainage Damaged (in meters),Estimated Amount (in Lakhs),Remarks,Latitude,Longitude,,,
486,Bilaspur,Landslide,29-07-2025,Bharari-i(Bharari),TAROUN,Roads,TARGHEL TO LADROUR ROAD,6.825,Village Road,Black Top,,"0/130 to 0/149,1/340 to 1/392",,71,0,,,,,,,,,,,Minor Damage,71,10.5,,31.540396,76.620307,Self Visit,,
487,Bilaspur,Excessive Rain,29-07-2025,Nakhlehra(Jhandutta),,Roads,Tihri Panjeen via Rachehra road ,7.1,Village Road,Black Top,,at various rd,1500,500,1000,Minor Damage,20,,,,,,,,,Minor Damage,1500,2,road crushed at rd 6/750 to 6/900,31.329192,76.699919,Self Visit,,
488,Bilaspur,Excessive Rain,29-07-2025,Nakhlehra(Jhandutta),,Roads,link road Bala to Chouki budh,1,Village Road,Black Top,,at various rd,100,,100,Minor Damage,10,,,,,,,,,Minor Damage,100,0.5,Sink portion at rd 0/9450 to /0/955,31.348635,76.667615,Self Visit,,
489,Bilaspur,Landslide,17-07-2025,Hatwar(Bharari),Hambot,Roads,Link road to Village Saunkhar,1,Village Road,Black Top,,0/00 to 0/300,,,100,,,,,,,,,,,,,1,,31.580326,76.681839,Self Visit,,
490,Bilaspur,Excessive Rain,02-08-2025,Ghumarwin-3(Ghumarwin),,Roads,Sanour Kyar Churan Karyalag Sohal  Nagroun Patta Road ,6.095,Village Road,Black Top,,0.270 TO 0.400,,130,,,,,,,,,,,,,,20,,31.436,76.687,Self Visit,,
491,Bilaspur,Excessive Rain,17-09-2025,Jhandutta(Jhandutta),,Roads,MDR-095 Panol Jhandutta Nandnagraon Jejwin road,21.5,Major District Road,Black Top,,AT VARIOUS RD,1000,,1000,,,,,,,,,,,Minor Damage,1000,22,"Road crust damaged at RD 1/650 to 1/800 Road Subsidence ,undercut at RD 0/270 to 0/285 R/wall required for restoration Road crust damaged at RD 3/950 to 3/970",31.359909,76.640327,Self Visit,,
492,Bilaspur,Landslide,17-07-2025,Hatwar(Bharari),Hambot,Roads,Ladrour Hatwar Jahu road ,10,Village Road,Black Top,,3/600 to 3/700,,,15,,,,,,,,,,,,,0.3,Slips ,31.573303,76.695725,Self Visit,,
493,Bilaspur,Excessive Rain,03-08-2025,Ghumarwin-3(Ghumarwin),,Roads,Link road to H/Basti Patta ward No III,1,Village Road,Black Top,,0.00 to 0.500,150,350,,,,,,,,,,,,,,10,,31.459,75,Self Visit,,
494,Bilaspur,Excessive Rain,31-08-2025,Jhandutta(Jhandutta),,Roads,MDR-095 km 0/00 to 21/500,21.5,Major District Road,Black Top,,at various rd,1000,1000,0,,,,,,,,,,,Minor Damage,1000,135.65,Road edge washed away on valley side exposing road crust. R/wall required for restoration. At RD 14/645 to 14/670. Slips at RD 14/910 to 14/930 Slips at RD 15/720 to 15/820 B/wall required for restoration Slips at RD 15/900 to 15/925 Slips at RD 16/270 to 16/315 B/wall required for restoration Road washed away due to road settlement on valley side from RD 16/975 to 17/045 R/wall for complete restoration Road washed away due to road settlement on valley side from RD  17/090 to 17/120 R/wall for complete restoration Slip at RD 17/180 to 17/210 Road settlement on valley side crust damaged from RD  17/260 to 17/340  Slips at RD 17/600 to 17/855,31.35996,76.640233,Self Visit,,
495,Bilaspur,Landslide,16-07-2025,Hatwar(Bharari),Marhana,Roads,Bada-da-ghat to Malot road ,3.5,Village Road,Black Top,,0/435 to 0/450,,,15,,,,,,,,,,,,,0.3,Slips ,31.545833,76,Self Visit,,
496,Bilaspur,Landslide,23-07-2025,Bharari-i(Bharari),Lehri Sarail,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,,8/220 to 8/240,,20,0,,,,,,,,,,,Minor Damage,20,7.5,,31.552554,76.645737,Self Visit,,
497,Bilaspur,Excessive Rain,12-08-2025,Ghumarwin-3(Ghumarwin),,Roads,Link road Jahari Chahri Kasaru Babeli road ,4,Village Road,Black Top,,0.050 to 0.250,,200,,,,,,,,,,,,,,15,,31.461,75,Self Visit,,
498,Bilaspur,Excessive Rain,04-08-2025,Ghumarwin-3(Ghumarwin),,Roads, Link road from Kangar Bari Kotla Thalotu road to vill Paddle H/Basri ,0,Village Road,Water Bound Macadem,,0.300,,300,,,,,,,,,,,,,,25,,31.43,76.687,Self Visit,,
499,Bilaspur,Landslide,22-07-2025,Bharari-i(Bharari),Lanjhta,Roads,Lethwin to Lanjhta Bela road ,3.435,Village Road,Black Top,,0/420,,15,0,,,,,,,,,,,Minor Damage,15,5,,31.511054,76.670583,Self Visit,,
500,Bilaspur,Landslide,29-07-2025,Hatwar(Bharari),Hatwar ,Roads,Bum Dipper Hatwar road ,3,Village Road,Black Top,,0/930 to 0/990,,60,0,Totally Damaged,60,,,,,,,,,,,7,,31.573353,76.695765,Self Visit,,
501,Bilaspur,Excessive Rain,30-06-2025,Nakhlehra(Jhandutta),,Roads,Tihri Panjeen via Rachehra road ,7.1,Village Road,Black Top,,at various rd,200,100,100,,,,,,,,,,,Minor Damage,120,,B/wall at rd  4/250 to 4/275 due to land slide from hill side,31.322559,76.710262,Self Visit,,
502,Bilaspur,Excessive Rain,17-06-2025,Geherwin(Jhandutta),,Roads,Link road Thuran Samleta rishikesh Via Jwah 0/00 to 6/540,6.54,Village Road,Black Top,,AT VARIOUS RD,,,0,,,,,,,,,,,,,,Berms washed 3/050 to 3/200 R/wall required at 4/450  Berms washed 4/900 to 5/000,31.319998,76.723892,Self Visit,,
503,Bilaspur,Excessive Rain,17-06-2025,Geherwin(Jhandutta),,Roads,Auhar to Barsand road km 0/00 to 5/00 ,5,Village Road,Black Top,,AT VARIOUS RD,100,100,0,,,,,,,,,,,,,,Berms washed 0/200 to 0/600 R/wall required at RD 1/075 to 1/095,31.365663,76.702996,Self Visit,,
504,Bilaspur,Flash flood,24-07-2025,Hatwar(Bharari),Kot ,Roads,Kot Tagiar Jahu road ,2.2,Village Road,Black Top,,0/00 to 2/200,,,2200,,,,,,,,,,,,,3,,31.582127,76.703936,Self Visit,,
505,Bilaspur,Excessive Rain,27-08-2025,Ghumarwin-3(Ghumarwin),,Roads,Ghaderu Bhaba Rang Kotla,2,Village Road,Black Top,,0.000,,300,,,,,,,,,,,,,,4,,31.735,76.694,Self Visit,,
506,Bilaspur,Excessive Rain,17-06-2025,Geherwin(Jhandutta),,Roads,Behna Jattan to Beri Darolan road km 0/00 to 1/400,1.4,Village Road,Black Top,,AT VARIOUS RD,400,30,0,,,,,,,,,,,,,,HPC Culvert choked at RD 0/135 Road crust damaged 0/120 to 0/195 Road crust damaged 0/630 to 0/675,31.348911,76.732272,Self Visit,,
507,Bilaspur,Excessive Rain,30-06-2025,Nakhlehra(Jhandutta),,Roads,Dahad to Jabloo road ,3,Village Road,Black Top,,at various rd,1500,1000,500,Minor Damage,150,Minor Damage,75,Totally Damaged,3,,,,,Minor Damage,1500,,road crushed at rd 2/750 to 2/800,31.343343,76.674363,Self Visit,,
508,Bilaspur,Landslide,18-09-2025,Hatwar(Bharari),Marhana,Roads,Bada-da-ghat to Kuthera road ,3,Village Road,Black Top,,0/00 to 2/00,,,2000,,,,,,,,,,,,,,,31.545754,75,Self Visit,,
509,Bilaspur,Landslide,20-07-2025,Bharari-i(Bharari),Bharari,Roads,Dadhol to Ladrour road ,13.5,Major District Road,Black Top,,0/00 to 13/500,,,13500,,,,,,,,,,,Severely Damaged,1200,15,,31.543009,76.668466,Self Visit,,
510,Bilaspur,Landslide,19-09-2025,Hatwar(Bharari),Saloun ,Roads,Bada-da-ghat Saloun Bum road ,5,Village Road,Black Top,,3/00 to 3/315,,15,0,Severely Damaged,15,,,,,,,,,,,4,,31.545522,76.670016,Self Visit,,
511,Bilaspur,Excessive Rain,20-09-2025,Bharari-i(Bharari),Bhapral,Roads,Bani Bouni to Bani Pandita road ,4,Village Road,Black Top,,1/425 to 1/470,,45,0,,,,,,,,,,,Minor Damage,45,6,,31.538816,76,Self Visit,,
512,Bilaspur,Landslide,18-09-2025,Hatwar(Bharari),Marhana,Roads,Samlah to Malot road ,3.5,Village Road,Black Top,,0/00 to 2/500,,,2500,,,,,,,,,,,,,11,,31.576098,76.655298,Self Visit,,
513,Bilaspur,Excessive Rain,20-09-2025,Bharari-i(Bharari),Bharari,Roads,Mihara khil dalote kuhadre road ,4,Village Road,Black Top,,2/100 to 2/135,,25,0,,,,,,,,,,,Minor Damage,25,10,,31.547628,76.650895,Self Visit,,
514,Bilaspur,Landslide,22-07-2025,Bharari-i(Bharari),Bhagadwan,Roads,Nh-103 to Bhagadwan,1.32,Village Road,Black Top,,0/630 to 0/645,,15,0,,,,,,,,,,,Minor Damage,15,5,,31.511187,76.659271,Self Visit,,
515,Bilaspur,Landslide,23-07-2025,Bharari-i(Bharari),Lanjhta,Roads,sumari to lower bhapral,9.2,Village Road,Black Top,,4/090 to 4/110,,20,0,,,,,,,,,,,Minor Damage,20,3.5,,31.514428,76.681822,Self Visit,,
516,Bilaspur,Excessive Rain,17-06-2025,Geherwin(Jhandutta),,Roads,Samoh to Nersa devi ji road km 0/00 to 1/400,1.4,Village Road,Black Top,,AT VARIOUS RD,200,100,0,Minor Damage,40,Minor Damage,35,,,,,,,Minor Damage,400,,SLIP AT RD:-0/600 to 0/650 Raod crust damaged 0/230 to 0/285,31.385393,76.68522,Self Visit,,
517,Bilaspur,Landslide,24-07-2025,Bharari-i(Bharari),TAROUN,Roads,TARGHEL TO LADROUR ROAD,6.825,Village Road,Black Top,,"0/065 to 0/092,1/030 to 1/075,1/685 to 1/700",,90,0,,,,,,,,,,,Minor Damage,90,15,,31.559639,76.620986,Self Visit,,
518,Bilaspur,Landslide,17-07-2025,Bharari-i(Bharari),Gatwar,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,,"0/285 to 0/340,0/435 to 0/440,1/510 to 1/515",,65,0,,,,,,,,,,,,,4,,31.513807,76.663593,Self Visit,,
519,Bilaspur,Landslide,13-07-2025,Bharari-i(Bharari),TAROUN,Roads,TARGHEL TO LADROUR ROAD,6.825,Village Road,Black Top,,1/280 TO 1/290,,10,0,,,,,,,,,,,,,2,,31.551594,76,Self Visit,,
520,Bilaspur,Excessive Rain,12-07-2025,Bharari-i(Bharari),Lanjhta,Roads,sumari to lower bhapral,9.2,Village Road,Black Top,,3/00 to 3/110,,10,0,,,,,,,,,,,Minor Damage,10,10,,31.516666,76.673745,Self Visit,,
521,Bilaspur,Excessive Rain,29-06-2025,Geherwin(Jhandutta),,Roads,Link road Thuran Samleta rishikesh Via Jwah 0/00 to 6/540,6.54,Village Road,Black Top,,AT VARIOUS RD,,,,,,,,,,,,,,,,4.3,Berms washed 0/050 to 1/200 Berms washed 2/200 to 3/600 B/wall required at 3/920 Berms washed 5/150 to 5/400,31.318077,76.719661,Self Visit,,
522,Bilaspur,Excessive Rain,15-07-2025,Nakhlehra(Jhandutta),,Roads,Link road gallian to bala,5,Village Road,Black Top,,at various rd,120,,120,,,,,,,,,,,Minor Damage,120,,Road crust at rd 2/550 to 2/700,31.361708,76.665507,Self Visit,,
523,Bilaspur,Landslide,12-07-2025,Bharari-i(Bharari),ghandalwin,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,,"11/210 to 11/225,11/400 to 11/415,11/810 to 11/815",,45,0,,,,,,,,,,,Minor Damage,45,11.5,,31.541198,76.648268,Self Visit,,
524,Bilaspur,Epidemics,08-07-2025,Bharari-i(Bharari),Lanjhta,Roads,Lethwin to Lanjhta Bela road ,3.45,Village Road,Black Top,,2/995 to 3/015,,20,0,,,,,,,,,,,Totally Damaged,20,10,channelise the nallah,31.510414,76,Self Visit,,
525,Bilaspur,Excessive Rain,07-07-2025,Bharari-i(Bharari),Lehri Sarail,Roads,jol to domehar,3.27,Village Road,Black Top,,"0/805 to 0/855,0/150 to 0/210,0/550 to 0/700",,,260,,,,,,,,,,,Totally Damaged,260,5,,31.532742,76.641279,Self Visit,,
526,Bilaspur,Landslide,07-07-2025,Bharari-i(Bharari),Lanjhta,Roads,sumari to lower bhapral under PMGSY-III,5.12,Village Road,Black Top,,"0/060 to 0/090,0/300 to 0/345,0/480 to 0/530",,125,0,,,,,,,,,,,Minor Damage,125,10,,31.522794,76.68296,Self Visit,,
527,Bilaspur,Landslide,15-09-2025,Hatwar(Bharari),Bum,Roads,Hatwar Brahmli Beru road ,2.5,Village Road,Black Top,,1/970 to 1/982,,12,0,Totally Damaged,12,,,,,,,,,,,5.5,,31.555033,76.704301,Self Visit,,
528,Bilaspur,Excessive Rain,02-08-2025,Ghumarwin-3(Ghumarwin),,Roads,Patta Bhadrog Kasol Morsinghi road ,2.5,Village Road,Black Top,,0.254 to 0.270,,16,,,,,,,,,,,,,,3,,31.459,76,Self Visit,,
529,Bilaspur,Excessive Rain,15-07-2025,Nakhlehra(Jhandutta),,Roads,Link road Behna to Lower Bala,0.4,Village Road,Black Top,,at various rd,100,80,20,,,,,,,,,,,Minor Damage,100,,Road crust at rd 0/00 to 0/400,31.361712,76.66551,Self Visit,,
530,Bilaspur,Landslide,25-08-2025,Hatwar(Bharari),Pantehra ,Roads,Jandot to Bum road ,5.72,Village Road,Black Top,,0/00 to 2/00,,,2000,,,,,,,,,,,,,7.5,,31.566417,76.685743,Self Visit,,
531,Bilaspur,Excessive Rain,29-06-2025,Geherwin(Jhandutta),,Roads,Tanyur Gulani Chiknaghat Thuran road Km 0/00 to 6/000,6,Village Road,Black Top,,AT VARIOUS RD,200,200,,Minor Damage,100,Minor Damage,70,Minor Damage,3,,,,,Minor Damage,3000,,HPC Culvert choked at RD 0/090 Berm washed at RD 1/300 to 1/500 SLIP AT RD:-3/325 TO 3/340,31.326567,76.722614,Self Visit,,
532,Bilaspur,Excessive Rain,02-09-2025,Ghumarwin-3(Ghumarwin),,Roads,Ghumarwin Berthin Shatalai,4,Major District Road,Black Top,,3/7000 to 4/000,,,300,,,,,,,,,,,Totally Damaged,300,60,,31.407,76.672,Self Visit,,
533,Bilaspur,Landslide,07-07-2025,Ghumarwin-2(Ghumarwin),Luharwin,Roads,Silh Nain Road,3.285,Village Road,Black Top,,2/750 to 2/800,,50,,,,,,,,,,,,,,1,,31.45731,76.733525,Self Visit,,
534,Bilaspur,Landslide,07-07-2025,Ghumarwin-2(Ghumarwin),Kothi,Roads,Joginder Nagar Sarkaghat Ghumarwin road,103.3,Major District Road,Black Top,,95/500 to 95/800,,150,150,,,,,,,,,,,Severely Damaged,100,1,,31.4566558,76.7268087,Self Visit,,
535,Bilaspur,Excessive Rain,15-07-2025,Nakhlehra(Jhandutta),,Roads,Dahad to Dehlwin road ,3,Village Road,Black Top,,at various rd,400,,400,Minor Damage,50,Minor Damage,20,,,,,,,Minor Damage,400,,Road crust at Rd 0/450 to 0/530,31.35146,76,Self Visit,,
536,Bilaspur,Excessive Rain,29-06-2025,Geherwin(Jhandutta),,Roads,Samoh Gehrwin Thuran road km 0/00 to 13/00,13,Village Road,Black Top,,AT VARIOUS RD,500,400,250,Minor Damage,80,Minor Damage,60,,,,,,,Minor Damage,100,,Berm washed at RD 3/00 to 4/00,31.386556,76.687288,Self Visit,,
537,Bilaspur,Landslide,01-09-2025,Bharari-i(Bharari),Lanjhta,Roads,sumari to lower bhapral,9.2,Village Road,Black Top,,"3/090 to 3/120,3/450 to 3/400,3/520 to 3/400,3/520 to 3/540,3/600 to 3/660,3/660 to 3/780,2/470 to 2/520,2/420 to 2/440,2/380 to 2/410,2/180 to 2/220,2/180 to 2/220,2/150 to 2/180,1/160 to 1/220,1/060 to 1/080,0/480 to 0/500,0/250 to 0/300,0/320 to 0/340",,,780,,,,,,,,,,,,,7.5,removal of silps,31.51686,76.682447,Self Visit,,
538,Bilaspur,Landslide,20-09-2025,Bharari-i(Bharari),Lehri Sarail,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,," 2/515 to 2/530,0/060 to 0/150,0/430 to 0/500,0/890 to 0/940,2/100 to 2/200,2/345 to 2/360,2/500 to 2/515,2/715 to 2/760,10/00 to 10/040",,400,0,,,,,,,,,,,,,2.5,removal of silps,31.54269,76.644464,Self Visit,,
539,Bilaspur,Excessive Rain,15-07-2025,Nakhlehra(Jhandutta),,Roads,Tihri Panjeen via Rachehra road,7.1,Village Road,Black Top,,at various rd,500,,500,,,,,,,,,,,Minor Damage,400,0.5,Shoulder and Drain at various Rds,31.324115,76.709464,Self Visit,,
540,Bilaspur,Excessive Rain,15-07-2025,Geherwin(Jhandutta),,Roads,Samoh to Hirapur road km 0/00 to 5/00,5,Village Road,Black Top,,AT VARIOUS RD,100,,,Minor Damage,50,Minor Damage,20,,,,,,,Minor Damage,100,,,31.392601,76.694124,Self Visit,,
541,Bilaspur,Excessive Rain,16-07-2025,Nakhlehra(Jhandutta),,Roads,Link road Gallian to Bala ,5,Village Road,Black Top,,at various rd,1500,1200,300,Minor Damage,40,Minor Damage,20,Totally Damaged,1,,,,,Minor Damage,1200,,road crushed at rd 2/910 to 2/990,31.358398,76.663189,Self Visit,,
542,Bilaspur,Excessive Rain,02-09-2025,Bharari-i(Bharari),Lehri Sarail,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,,7/00 TO 12/495,40,5405,0,,,,,,,,,,,Severely Damaged,500,15,,31.548731,76.6467,Self Visit,,
543,Bilaspur,Excessive Rain,20-09-2025,Bharari-i(Bharari),TAROUN,Roads,TARGHEL TO LADROUR ROAD,6.825,Village Road,Black Top,,"4/990 to 5/050,4/930 to 4/945,3/480 to 3/485,3/150 to 3/180,3/060 to 3/065,2/805 to 2/870,1/990 to 1/970,1/760 to 1/680,1/140 to 1/150,0/950 to 0/30,0/310 to 0/250,",,1000,0,,,,,,,,,,,Minor Damage,1000,7.5,,31.541294,76.620593,Self Visit,,
544,Bilaspur,Landslide,17-09-2025,Bharari-i(Bharari),Lanjhta,Roads,Lethwin to Lanjhta Bela road ,3.435,Village Road,Black Top,,0/320 to 0/350,,30,0,,,,,,,,,,,Minor Damage,30,8.5,,31.511035,76.669512,Self Visit,,
545,Bilaspur,Excessive Rain,29-06-2025,Geherwin(Jhandutta),,Roads,Salasi to Hirapur km 0/00 to 2/600,2.6,Village Road,Black Top,,AT VARIOUS RD,500,,,Additional R/Wall Required,100,Minor Damage,50,Minor Damage,2,,,,,Minor Damage,400,,R/wall required road subsidence at RD 1/100,31.3647,76712302,Self Visit,,
546,Bilaspur,Excessive Rain,16-09-2025,Bharari-i(Bharari),Lehri Sarail,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Cement Concrete,," 3/470 to 3/500,2/160 to 2/180,2/410 to 2/425,3/370 to 3/410,4/250 to 4/280 ,Slip  at RD 1/00 to 1/020,2/510 to 2/525,6/810 to 6/830,10/045 to 10/080 ,10/280 to 10/290,2/175 to 2/180,2/315 to 2/330,2/515 to 2/530,2/00 to 2/165,0/045 to 0/150,0/300 to 0/400",,,650,,,,,Totally Damaged,3,,,,,,,5.5,removal of silps,31.566972,76,Self Visit,,
547,Bilaspur,Excessive Rain,29-06-2025,Geherwin(Jhandutta),,Roads,Samoh to hirapur road 0/00 to 5/00,5,Village Road,Black Top,,AT VARIOUS RD,400,,0,Minor Damage,80,Minor Damage,60,Minor Damage,,,,,,Minor Damage,500,,Road crust dmaged at Rd 4/700,31.389672,76701205,Self Visit,,
548,Bilaspur,Excessive Rain,16-07-2025,Nakhlehra(Jhandutta),,Roads,Bala chouki budh road ,1,Village Road,Black Top,,at various rd,200,,200,Minor Damage,50,,,,,,,,,Minor Damage,200,2,road damaged culvert filling 0/880,31.343987,76.66708,Self Visit,,
549,Bilaspur,Excessive Rain,30-06-2025,Geherwin(Jhandutta),,Roads,Auhar to Barsand road km 0/00 to 5/00 ,5,Village Road,Black Top,,AT VARIOUS RD,1500,,1500,Minor Damage,70,Minor Damage,60,Minor Damage,2,,,,,Minor Damage,1000,2.05,Berms washed at RD 3/700 to 4/00  R/wall required at 2/635 to 2/650 road edge exposed,31.372147,76.709377,Self Visit,,
550,Bilaspur,Landslide,08-09-2025,Bharari-i(Bharari),Bharari,Roads,Mihara khil dalote kuhadre road ,4,Village Road,Black Top,,1/405 to 1/420,,15,0,,,,,,,,,,,Minor Damage,15,8,Both R/wall and B/wall is required,31.547102,76.652436,Self Visit,,
551,Bilaspur,Excessive Rain,30-06-2025,Geherwin(Jhandutta),,Roads,Samoh Gehrwin Thuran road km 0/00 to 13/00,13,Village Road,Black Top,,AT VARIOUS RD,400,,400,Minor Damage,100,Minor Damage,70,Minor Damage,2,,,,,Minor Damage,2000,1.2,Berm washed at RD 0/00 to 0/500 Berm washed and drain choked at RD 5/000 to 5/400 Slip at RD 8/350 to 8/370 Slip at RD 12/200 to 12/230,31.38661,76,Self Visit,,
552,Bilaspur,Landslide,06-09-2025,Bharari-i(Bharari),Bharari,Roads,Dadhol to Ladrour road ,13.5,Major District Road,Black Top,,4/500 to 5/200,,700,0,,,,,,,,,,,,,20,,31.528555,76,Self Visit,,
553,Bilaspur,Landslide,05-08-2025,Ghumarwin-2(Ghumarwin),Fatoh,Roads,Choe Takrera road,1.2,Village Road,Black Top,,1/170 to 1/175,,5,,Totally Damaged,5,,,,,,,,,,,6,,31.4202357,76.7285113,Self Visit,,
554,Bilaspur,Landslide,05-09-2025,Bharari-i(Bharari),Lehri Sarail,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,,4/110 to 4/130,20,,0,,,,,,,,,,,Minor Damage,20,7.5,,31.525847,76.651307,Self Visit,,
555,Bilaspur,Landslide,12-08-2025,Ghumarwin-2(Ghumarwin),Tiun Khas,Roads,Harlog Mehrain Tiun Khas Road,5.5,Village Road,Black Top,,2/105 to 2/120,,15,,,,,,,,,,,,,,10,,31.451566,76.7390839,Self Visit,,
556,Bilaspur,Landslide,05-09-2025,Bharari-i(Bharari),Lehri Sarail,Roads,jol to domehar,3.27,Village Road,Black Top,,0/820 to 0/860,,40,0,,,,,,,,,,,Minor Damage,40,5,,31.528193,76.636911,Self Visit,,
557,Bilaspur,Landslide,26-08-2025,Ghumarwin-2(Ghumarwin),Ghumarwin,Roads,Kandrour Panoh Takrera Ghumarwin road,8.3,Village Road,Black Top,,6/610 to 6/625,15,,,,,,,,,,,,,,,10,,31.4307593,76.7230976,Self Visit,,
558,Bilaspur,Landslide,26-08-2025,Ghumarwin-2(Ghumarwin),Luharwin,Roads,Silh Nain Road,3.285,Village Road,Black Top,,1/650 to 1/750,,50,50,,,,,,,,,,,,,3,,31.451226,76.732779,Self Visit,,
559,Bilaspur,Landslide,27-08-2025,Ghumarwin-2(Ghumarwin),Kothi,Roads,Joginder Nagar Sarkaghat Ghumarwin road,103.3,Major District Road,Black Top,,97/570 to 97/600,,30,,,,,,,,,,,,Minor Damage,30,25,,31.4791214,76.7270334,Self Visit,,
560,Bilaspur,Landslide,26-08-2025,Ghumarwin-2(Ghumarwin),Ghumarwin,Roads,Ghumarwin to Silh via Marhol soi ,6,Village Road,Black Top,,0/700 to 0/900,,100,100,,,,,,,,,,,Minor Damage,100,3,,31.4471245,76.7066308,Self Visit,,
561,Bilaspur,Excessive Rain,15-07-2025,Geherwin(Jhandutta),,Roads,Link road Thuran Samleta rishikesh Via Jwah 0/00 to 6/540,6.54,Village Road,Black Top,,AT VARIOUS RD,2000,1000,1000,Minor Damage,250,Minor Damage,100,Minor Damage,3,Minor Damaged,1,Minor Damaged,3,Minor Damage,2200,9.25,Berms washed at RD 4/950 to 5/500 Slip at RD 5/750 to 5/900 B/wall along with lined drain required,31.319524,76.721584,Self Visit,,
562,Bilaspur,Landslide,27-08-2025,Ghumarwin-2(Ghumarwin),Dabla,Roads,GPS Randoh to Lakhdata Mandir road,0.5,Village Road,Black Top,,0/190 to 0/200,,10,,,,,,,,,,,,,,4,,31.4908,76.71646,Self Visit,,
563,Bilaspur,Landslide,27-08-2025,Ghumarwin-2(Ghumarwin),Dabla,Roads,Talai to Randoh,2,Village Road,Black Top,,0/00 to 0/300,,150,150,,,,,,,,,,,,,12,,31.49968,76.726097,Self Visit,,
564,Bilaspur,Excessive Rain,15-07-2025,Geherwin(Jhandutta),,Roads,Tanyur Gulani Chiknaghat Thruan road km 0/00 to 6/00,6,Village Road,Black Top,,AT VARIOUS RD,150,150,0,,,,,,,,,,,Minor Damage,100,4.6,Berms washed at RD 2/00 to 3/00 Slips at RD 5/400 to 5/425 B/wall required,31.333991,76.725894,Self Visit,,
565,Bilaspur,Excessive Rain,15-07-2025,Geherwin(Jhandutta),,Roads,Jajjar to Mekhwin road km 0/00 to 1/400,1.4,Village Road,Black Top,,AT VARIOS RD,100,100,0,,,,,,,,,,,Minor Damage,100,,Slips and Drain choked at Rd 0/930 to 1/000 edge wall required  R/Wall required at Rd 1/295 to 1/305,31.352715,76.692209,Self Visit,,
566,Bilaspur,Landslide,30-06-2025,Dadhol(Bharari),Chatt,Roads,Berthin Chatt Dhabeeri road ,4.25,Village Road,Black Top,,4/095 to 4/130 & 4/100 to 4/120,,55,0,,,,,,,,,,,,,10,,31.445287,76.63512,Self Visit,,
567,Bilaspur,Landslide,02-09-2025,Bharari-i(Bharari),Bharari,Roads,Ladhyani to Barota Via lehri Sarail,3.27,Village Road,Black Top,,0/810 to 0/830,,20,0,,,,,,,,,,,Minor Damage,20,4.5,,31.540871,76.663041,Self Visit,,
568,Bilaspur,Landslide,25-08-2025,Ghumarwin-2(Ghumarwin),Luharwin,Roads,Tarauntra to Barota road,3.825,Village Road,Black Top,,3/105 to 3/120,,15,,,,,,,,,,,,,,8,,31.438414,76.733224,Self Visit,,
569,Bilaspur,Landslide,03-09-2025,Bharari-i(Bharari),Bharari,Roads,sumari to lower bhapral,9.2,Village Road,Black Top,,5/776 to 5/816,,40,0,,,,,,,,,,,Minor Damage,40,5,,31.521426,76671818,Self Visit,,
570,Bilaspur,Landslide,04-09-2025,Bharari-i(Bharari),Bharari,Roads,Ladhyani to Barota Via lehri Sarail,3.27,Village Road,Black Top,,0/848 to 0/950,,102,0,,,,,,,,,,,Minor Damage,102,5,crash barrier damaged need r/wall,31.541443,76.662227,Self Visit,,
571,Bilaspur,Landslide,04-09-2025,Bharari-i(Bharari),Lehri Sarail,Roads,Rohal khad Lehri Sarail Domehar Ghandalwin road,12.795,Village Road,Black Top,,"3/290 to 3/320,4/122 to 4/150,7/620 to 7/680",,98,0,,,,,,,,,,,Minor Damage,100,37.5,,31.522199,76.652562,Self Visit,,
572,Bilaspur,Landslide,06-09-2025,Bharari-i(Bharari),Barota,Roads,SUSNAL BALDA BHAGYUNDA ROAD ,4.545,Village Road,Black Top,,0/340 to 0/370,,30,0,,,,,,,,,,,Minor Damage,30,5,,31.537677,76.62666,Self Visit,,
573,Bilaspur,Landslide,16-09-2025,Bharari-i(Bharari),Bharari,Roads,Dadhol to Ladrour road ,13.5,Major District Road,Black Top,,6/200 to 6/220,,20,0,,,,,,,,,,,,,10,,31.538247,76.667058,Self Visit,,
