S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Tender Stage
84,99997,SAMARTH LIFE SCIENCES PVT. LTD.,14-Dec-2020 09:29 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
85,99796,SANDOZ PRIVATE LIMITED,11-Dec-2020 06:46 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
86,99941,SERDIA PHARMACEUTICALS INDIA PVT LTD,14-Dec-2020 04:32 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
87,100081,SHAMSHREE LIFESCIENCES LIMITED,15-Dec-2020 01:24 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
88,99831,SUNWAYS ROHTO PHARMACEUTICAL PVT. LTD.,14-Dec-2020 02:17 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
89,99864,SWISS PARENTERALS LIMITED,13-Dec-2020 04:33 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
90,99576,THEMIS MEDICARE LIMITED,12-Dec-2020 09:40 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
91,99904,Theon Pharmaceuiticals Limited,14-Dec-2020 09:57 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
92,99652,Troikaa Pharmaceuticals Limited,09-Dec-2020 03:27 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
93,99854,Trugen Pharmaceuticals Pvt Ltd,12-Dec-2020 06:07 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
94,99630,ULTRA DRUGS PRIVATE LIMITED,14-Dec-2020 10:39 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Feb-2021 06:24 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
95,99899,UNICURE INDIA LTD,15-Dec-2020 09:55 AM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
96,99578,unimarck healthcare limited,08-Dec-2020 04:11 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
97,99828,VENUS REMEDIES LIMITED,14-Dec-2020 02:27 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
98,99787,"Virchow Biotech Pvt. Ltd,",12-Dec-2020 08:45 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
99,99866,"Vivek Pharmachem (India) Ltd.,",14-Dec-2020 07:10 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
100,99833,Vivimed Labs Limited,15-Dec-2020 12:48 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
101,99887,WALLACE PHARMACEUTICALS PVT. LTD.,15-Dec-2020 10:07 AM,Rejected-Finance,No L1 rates,12-Mar-2021 02:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
102,99996,Wings Biotech,15-Dec-2020 11:50 AM,Rejected-Finance,No L1 Rates,12-Mar-2021 02:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
103,99768,YELURI FORMULATIONS PVT LTD,14-Dec-2020 04:39 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
104,99834,ZEST PHARMA,14-Dec-2020 02:30 PM,Accepted-AOC,L1,23-Sep-2021 01:08 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
105,99962,ZIM Laboratories Limited,14-Dec-2020 03:16 PM,Rejected-Finance,No L1 Rates,12-Mar-2021 02:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
