Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
,,,,,,,,,,,,,,,,,45.0,140021.0,WIPRO GE HEALTHCARE PRIVATE LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,45,139146,Novo Nordisk India Private Limited,12-Dec-2019 10:28 AM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,46.0,140049.0,CIPLA LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,46,138039,Pentagon Labs Ltd.,07-Dec-2019 02:19 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,47.0,140064.0,DAFFODILLS PHARMACEUTRICALS LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,47,139459,PREMIUM SERUMS AND VACCINES PVT LTD,09-Dec-2019 03:03 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,48.0,140519.0,CAPTAB BIOTECH UNIT II,INR,0.0,,,,,,,,,,,,,,,,,,,,48,139755,PSYCHOTROPICS INDIA LIMITED,12-Dec-2019 01:30 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,139977,Reliance Life Sciences Pvt. Ltd.,13-Dec-2019 09:13 AM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,140009,SAMARTH LIFE SCIENCES PVT. LTD.,13-Dec-2019 01:01 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,139903,SANOFI INDIA LIMITED,12-Dec-2019 04:19 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,139976,TERRACE PHARMACEUTICALS PVT. LTD.,13-Dec-2019 04:14 PM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,138110,THEMIS MEDICARE LIMITED,04-Dec-2019 03:40 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,139893,Theon Pharmaceuticals Limited,16-Dec-2019 01:38 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,139832,Unilab Chemicals & Pharmaceuticals Pvt. Ltd,13-Dec-2019 02:08 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,140051,USV Private Limited,13-Dec-2019 04:33 PM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,138113,Verve Human Care Laboratories,03-Dec-2019 04:25 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,138184,VINS BIOPRODUCTS LIMITED,13-Dec-2019 04:21 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,140021,WIPRO GE HEALTHCARE PRIVATE LIMITED,13-Dec-2019 03:43 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,139853,Zee Laboratories Limited,13-Dec-2019 04:45 PM,Accepted-AOC,Item Wise supply order issued on DVDMS portal as per Requirement,23-Jul-2021 03:46 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,139209,ZIM LABORATORIES LIMITED,07-Dec-2019 01:37 PM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,138603,Zuvius Lifesciences Pvt. Ltd,06-Dec-2019 01:51 PM,Rejected-Technical,Non Responsive,19-Feb-2020 05:10 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,139823,ZYDUS HEALTHCARE LIMITED,11-Dec-2019 08:40 PM,Rejected-Finance,Item Wise Higher Rate Quoted,23-Jul-2021 03:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
